,cast,revenue
17113,Stefania Casini,0
17114,Mike Nussbaum,2585639
17115,Ross Hill,0
17116,Norman Bowler,0
17117,Donald Hodson,0
17118,Christine Kaufmann,3587303
17119,Monica Calhoun,3587303
17120,Helena Carroll,0
17121,Cathleen Delany,0
17122,Willie,302259322
17123,Johnny Ray McGhee,18532286
17124,Jonathan Crombie,0
17125,Lisa Niemi,0
17126,Christopher Neame,0
17127,Anne Ramsey,66904703
17128,Andre Gower,3769990
17129,Robby Kiger,3769990
17130,Stephen Macht,15352881
17131,Duncan Regehr,3769990
17132,Ryan Lambert,3769990
17133,Damon Martin,0
17134,Phil Fondacaro,0
17135,J. Downing,0
17136,Kerry Remsen,0
17137,Billie Allen,50504655
17138,James Brown III,50504655
17139,Eyde Byrde,50504655
17140,Ken Olandt,43671368
17141,Ray McAnally,17218023
17142,James Wilby,0
17143,Babek Ahmed Poor,0
17144,Ahmed Ahmed Poor,0
17145,Kheda Barech Defai,0
17146,Iran Outari,0
17147,Ait Ansari,0
17148,Gerardo MejÃ­a,31623833
17149,Barbara Cupisti,0
17150,David Brandon,0
17151,Robert Gligorov,0
17152,Mary Sellers,0
17153,Michael E. Knight,0
17154,Vinny Argiro,0
17155,Larry B. Scott,32339772
17156,Monique Gabrielle,0
17157,Debby Davison,0
17158,Rob Krausz,0
17159,Charles Lanyer,0
17160,Stephen Shellen,0
17161,Jeb Stuart Adams,0
17162,Ben Ryan Ganger,0
17163,Red Steagall,0
17164,Frank Inn,0
17165,Nancy Francis,0
17166,Elena Safonova,0
17167,Innokentiy Smoktunovskiy,0
17168,Vsevolod Larionov,0
17169,Pierre-Marie Escourrou,0
17170,Catherine Chevallier,0
17171,Georges Wilson,0
17172,Anny Duperey,0
17173,Jean-Pierre Ducos,0
17174,John Matshikiza,0
17175,Tony Bill,12396383
17176,Hartmut Becker,0
17177,Jack Shepherd,0
17178,Nick Faltas,0
17179,Dennis Burkley,0
17180,Ian Patrick Williams,0
17181,Carrie Lorraine,0
17182,Bunty Bailey,0
17183,Kristina Kennedy,0
17184,Allison Balson,4278150
17185,Paul Shenar,20487609
17186,Yossi Graber,0
17187,Michael Schneider,0
17188,Carmela Marner,0
17189,Lara Harris,0
17190,Estee Chandler,0
17191,Victoria Racimo,23509382
17192,Daniel Butler,23509382
17193,Anthony Barrile,13839404
17194,Michael Boatman,13839404
17195,Michael Dolan,13839404
17196,Bibi Besch,7305209
17197,John McMartin,7305209
17198,Annie Ryan,3685862
17199,Stacey Glick,3685862
17200,Jonathan Wise,3685862
17201,Y.K. Kim,0
17202,Vincent Hirsch,0
17203,Joseph Diamand,0
17204,Maurice Smith,0
17205,Angelo Janotti,0
17206,Eric Freeman,154323
17207,Elizabeth Kaitan,154323
17208,Jean Miller,154323
17209,Darrel Guilbeau,154323
17210,Gennie James,0
17211,Jadrien Steele,0
17212,Sebastian Rice-Edwards,0
17213,Geraldine Muir,0
17214,Sarah Miles,29950000
17215,Michael Wright,0
17216,J.J. Cohen,0
17217,Jean De Baer,0
17218,Maurice Denham,0
17219,Craig Hamann,0
17220,Al Harrell,0
17221,Crystal Shaw,0
17222,Wendy Lyon,2683519
17223,Louis Ferreira,2683519
17224,Lisa Schrage,2683519
17225,Richard Monette,2683519
17226,Craigus R. Johnson,0
17227,Helen Martin,0
17228,Starletta DuPois,0
17229,Sorrell Booke,0
17230,Ronnie Schell,0
17231,Douglas Rain,56715371
17232,Gary Lockwood,56715371
17233,William Sylvester,56715371
17234,Daniel Richter,56715371
17235,Kim Hunter,64744049
17236,Maurice Evans,85790570
17237,James Daly,33395426
17238,Duane Jones,0
17239,Judith O'Dea,0
17240,Karl Hardman,0
17241,Marilyn Eastman,0
17242,Keith Wayne,0
17243,Hurd Hatfield,14483352
17244,John Phillip Law,11000000
17245,Anita Pallenberg,0
17246,Marcel Marceau,0
17247,Claude Dauphin,0
17248,Michele Lee,0
17249,Benson Fong,0
17250,John Castle,0
17251,Sidney Blackmer,33395426
17252,Paul Angelis,0
17253,Ron Moody,16800000
17254,Shani Wallis,16800000
17255,Harry Secombe,16800000
17256,Mark Lester,16800000
17257,Inger Stevens,6800000
17258,Ed Begley,31132324
17259,Mary Ure,21000000
17260,Patrick Wymark,21000000
17261,Claudine Longet,0
17262,Natalia Borisova,0
17263,Jean Carson,0
17264,Marge Champion,0
17265,Paul Burke,50000000
17266,Biff McGuire,29800000
17267,Herb Edelman,0
17268,David Sheiner,0
17269,Leonard Whiting,38901218
17270,John McEnery,38901218
17271,Charles Gray,116000000
17272,Nike Arrighi,0
17273,Leon Greene,0
17274,Patrick Mower,0
17275,David Janssen,11000000
17276,Jack Soo,27393000
17277,Jim Hutton,11000000
17278,Lionel Jeffries,0
17279,Anna Quayle,0
17280,Janet Landgard,0
17281,Tony Bickley,0
17282,Suzanne Pleshette,11403529
17283,Elsa Lanchester,0
17284,Richard Deacon,0
17285,Beverly Garland,0
17286,John Randolph,82414445
17287,Kay Medford,0
17288,Anne Francis,0
17289,Walter Pidgeon,0
17290,Richard Warwick,500000
17291,David Wood,500000
17292,Christine Noonan,500000
17293,Rupert Webster,500000
17294,Ted Eccles,0
17295,Paul Frees,0
17296,Greer Garson,0
17297,Lynn Carlin,0
17298,Fred Draper,0
17299,Lucille Ball,0
17300,Van Johnson,0
17301,Tom Bosley,0
17302,Louise Troy,0
17303,William Holden,166846873
17304,Jeremy Slate,14250000
17305,Jay C. Flippen,0
17306,Rupert Davies,0
17307,Hilary Dwyer,0
17308,Robert Russell,0
17309,Lee J. Cobb,494416145
17310,Susan Clark,3110000
17311,Tisha Sterling,3110000
17312,Roy Castle,0
17313,Peter Tork,0
17314,Davy Jones,0
17315,Micky Dolenz,0
17316,Michael Nesmith,0
17317,Annette Funicello,0
17318,Leon Janney,814666
17319,Ruth White,13944512
17320,Peggy Lynch,0
17321,John Cazale,148628697
17322,Marty Feldman,86273333
17323,Allen Danziger,30859000
17324,Paul A. Partain,30859000
17325,William Vail,30859000
17326,Teri McMinn,30859000
17327,Edwin Neal,30859000
17328,Brian Narelle,0
17329,Cal Kuniholm,0
17330,Dre Pahich,0
17331,Adam Beckenbaugh,0
17332,Nick Castle,70000000
17333,Cindy Williams,119420000
17334,Ken Berry,0
17335,Stefanie Powers,0
17336,Ingrid Bergman,27634716
17337,Raquel Welch,12000000
17338,Gloria Swanson,47000000
17339,Gabriele Ferzetti,81974493
17340,Giuseppe Addobbati,0
17341,Isa Miranda,0
17342,Peter Brown,0
17343,Terry Carter,0
17344,Kathryn Loder,0
17345,Cosette Lee,0
17346,Leslie Carlson,60629159
17347,Robert Warner,0
17348,Marcia Diamond,0
17349,Marian Waldman,0
17350,Catherine Bach,21700000
17351,Edith Massey,0
17352,Cookie Mueller,0
17353,George Memmoli,0
17354,Earl Hindman,0
17355,Alfred Lutter,0
17356,Hope Lange,35551228
17357,William Redfield,130981275
17358,Paula Prentiss,0
17359,Walter McGinn,0
17360,David Wayne,0
17361,William Wellman Jr.,0
17362,Shamus Locke,0
17363,H.B. Halicki,0
17364,Marion Busia,0
17365,Jerry Daugirda,0
17366,James McIntyre,0
17367,Sara Kestelman,0
17368,Sally Anne Newton,0
17369,Shirley Booth,0
17370,George S. Irving,0
17371,Isela Vega,0
17372,Gig Young,0
17373,Ava Gardner,101666653
17374,Lorne Greene,79666653
17375,Michael Conrad,43008075
17376,Lynne Frederick,0
17377,Alan Gifford,0
17378,Robert Henderson,0
17379,Paddy O'Byrne,0
17380,Mary Tamm,0
17381,Maria Schell,0
17382,Isabelle De Valvert,0
17383,Dominic Guard,0
17384,Jan Miner,0
17385,Stanley Beck,0
17386,Frankie Man,0
17387,Adrienne Corri,26589000
17388,Linda Hayden,0
17389,Lady Rowlands,0
17390,Katherine Cassavetes,0
17391,Jason Williams,0
17392,Suzanne Fields,0
17393,Joseph Hudgins,0
17394,William Dennis Hunt,0
17395,Candy Samples,0
17396,Horst Janson,0
17397,John Cater,0
17398,John Carson,0
17399,Shane Briant,0
17400,Jack Ging,10600000
17401,Lonny Chapman,0
17402,Stewart Petersen,0
17403,Patsy Garrett,0
17404,Allen Fiuzat,0
17405,Cynthia Smith,0
17406,Peter Breck,0
17407,Frances Bavier,0
17408,Georges Bidault,30000
17409,Clark Clifford,30000
17410,George Coker,30000
17411,Patricia Quinn,112892319
17412,Marisa Berenson,20000000
17413,Hardy KrÃ¼ger,20000000
17414,Diana KÃ¶rner,20000000
17415,Frank Middlemass,20000000
17416,Catherine Schell,41833347
17417,Peter Arne,41833347
17418,Doghmi Larbi,0
17419,Alain Noury,0
17420,Anthony Steel,0
17421,Jean Gaven,0
17422,Dyanne Thorne,0
17423,Gregory Knoph,0
17424,Tony Mumolo,0
17425,Maria Marx,0
17426,Nicolle Riddell,0
17427,Susanne Benton,0
17428,Tim McIntire,0
17429,Alvy Moore,0
17430,Simone Griffeth,0
17431,Roberta Collins,0
17432,Georges Adet,0
17433,Frank Adu,0
17434,Edmond Ardisson,0
17435,Kim Richards,36393000
17436,Ray Milland,157650000
17437,Ike Eisenmann,36393000
17438,Cathryn Harrison,0
17439, Therese Giehse,0
17440,Alexandra Stewart,0
17441,Helen Morse,0
17442,Fernando Rey,53643201
17443,Bernard Fresson,12484444
17444,Philippe LÃ©otard,12484444
17445,Charles Pitts,0
17446,Shari Eubank,0
17447,Henry Rowland,0
17448,David Arkin,0
17449,Nanette Newman,0
17450,Judith Baldwin,0
17451,Peter Masterson,0
17452,Susan Penhaligon,0
17453,Keith Barron,0
17454,Anthony Ainley,0
17455,James Broderick,46665856
17456,Jack Cassidy,14200000
17457,Heidi BrÃ¼hl,14200000
17458,Paul Hampton,0
17459,Lynn Lowry,0
17460,Allan Kolman,0
17461,Joanna Miles,0
17462,Richard Gilliland,0
17463,Jamie Smith-Jackson,0
17464,Alan Fudge,0
17465,Lee Meredith,0
17466,Carol Arthur,0
17467,Roy Thinnes,0
17468,Maria Schneider,0
17469,Jenny Runacre,0
17470,Loretta Swit,0
17471,Lara Parker,0
17472,Bill Bixby,0
17473,Edith Bouvier Beale,0
17474,Brooks Hyers,0
17475,Norman Vincent Peale,0
17476,Jack Helmuth,0
17477,Albert Maysles,0
17478,Robert Burton,0
17479,John Karlen,4916135
17480,Jim Storm,0
17481,Yul Brynner,4905000
17482,Richard Kelton,0
17483,D'Urville Martin,0
17484,Barbara Leigh,0
17485,Barry White,0
17486,Charles Gordone,0
17487,Philip Michael Thomas,0
17488,Danny Rees,0
17489,Ursula Andress,101344718
17490,Joseph Wiseman,59600000
17491,Jack Lord,59600000
17492,Bernard Lee,138498765
17493,Jack Hawkins,70000000
17494,Sue Lyon,12000000
17495,Shelley Winters,17768900
17496,Lois Maxwell,0
17497,John Megna,13129846
17498,Frank Overton,13129846
17499,Rosemary Murphy,13129846
17500,Frank Sinatra,0
17501,Laurence Harvey,0
17502,Elsa Martinelli,0
17503,GÃ©rard Blain,0
17504,Robert Mitchum,12000000
17505,Polly Bergen,8266343
17506,Lori Martin,0
17507,Carolyn Jones,50000000
17508,Trevor Howard,0
17509,Hugh Griffith,0
17510,Percy Herbert,0
17511,Edmond O'Brien,20638641
17512,Richard Egan,0
17513,Diane Baker,7000000
17514,Barry Coe,0
17515,David Farrar,0
17516,Lee Remick,60922980
17517,Roy Poole,0
17518,Ned Glass,0
17519,Michael Redgrave,0
17520,Avis Bunnage,0
17521,Ron Howard,123000000
17522,Hermione Gingold,8000000
17523,Yvonne Romain,0
17524,Patrick Allen,0
17525,Michael Ripper,0
17526,Joan Crawford,0
17527,Victor Buono,12000000
17528,Wesley Addy,23689877
17529,Julie Allred,0
17530,Orson Welles,47451174
17531,Akim Tamiroff,0
17532,Thelma Ritter,3100000
17533,Betty Field,3100000
17534,Marisa Solinas,0
17535,Germano Gilioli,0
17536,Anita Ekberg,0
17537,Paul Anka,0
17538,Arletty,0
17539,Jean-Louis Barrault,0
17540,Richard Beymer,43656822
17541,Jason Evers,0
17542,Virginia Leith,0
17543,Doris Brent,0
17544,Audrey Devereal,0
17545,Eddie Carmel,0
17546,Charles Bickford,0
17547,Jack Klugman,0
17548,Alan Hewitt,0
17549,Victor Jory,55767000
17550,Inga Swenson,2500000
17551,Peter Lorre,0
17552,Basil Rathbone,0
17553,Debra Paget,0
17554,Joyce Jameson,0
17555,Jean Hagen,0
17556,Frankie Avalon,0
17557,Mary Mitchel,0
17558,Joan Freeman,0
17559,Hazel Court,1250000
17560,Richard Ney,1250000
17561,Heather Angel,1250000
17562,Alan Napier,1250000
17563,Maurice Chevalier,0
17564,George Sanders,218211846
17565,Wilfrid Hyde-White,72000000
17566,Michael Anderson Jr.,12000000
17567,Bobby Darin,0
17568,Fess Parker,0
17569,Candace Hilligoss,0
17570,Frances Feist,0
17571,Sidney Berger,0
17572,Art Ellison,0
17573,Stan Levitt,0
17574,Randolph Scott,2015810
17575,Joel McCrea,0
17576,Mariette Hartley,0
17577,Ron Starr,0
17578,Edgar Buchanan,0
17579,Charles Laughton,60000000
17580,Peter Lawford,0
17581,Cary Grant,19474588
17582,Doris Day,0
17583,Audrey Meadows,0
17584,Honor Blackman,124900000
17585,Shirley Eaton,124900000
17586,Tania Mallet,124900000
17587,David Tomlinson,102272727
17588,Wilfrid Brambell,1000549
17589,Billie Mae Richards,0
17590,Larry D. Mann,0
17591,Stan Francis,0
17592,Paul Kligman,0
17593,Martin Gabel,7000000
17594,Rex Harrison,138750000
17595,Stanley Holloway,72000000
17596,Gladys Cooper,72000000
17597,Elke Sommer,12368234
17598,Graham Stark,12368234
17599,Franca Bettoia,0
17600,Emma Danieli,0
17601,Giacomo Rossi-Stuart,0
17602,Umberto Raho,0
17603,Jane Asher,0
17604,David Weston,0
17605,Nigel Green,0
17606,Margaret Rutherford,0
17607,Stringer Davis,0
17608,William Mervyn,0
17609,Larry Hagman,0
17610,Stanley Baker,28900000
17611,Ulla Jacobsson,0
17612,James Booth,0
17613,Tony Randall,0
17614,Patricia Barry,0
17615,Amanda Barrie,0
17616,Andrew Duggan,0
17617,Larry Keating,0
17618,Michel Simon,0
17619,Elvis Presley,0
17620,William Demarest,0
17621,Nicky Blair,0
17622,Cesare Danova,0
17623,Michael Dante,0
17624,Anthony Eisley,0
17625,Virginia Grey,0
17626,Patsy Kelly,0
17627,Barbara Shelley,0
17628,Michael Goodliffe,0
17629,Fredric March,0
17630,GrÃ©goire Aslan,0
17631,Raymond BussiÃ¨res,0
17632,Monica Vitti,0
17633,Carlo Chionetti,0
17634,Xenia Valderi,0
17635,Rita Renoir,0
17636,Lila Kedrova,13000000
17637,Sotiris Moustakas,0
17638,Deborah Kerr,18000000
17639,Skip Ward,12000000
17640,Claude Akins,8844595
17641,Paul Mantee,0
17642,Victor Lundin,0
17643,Adam West,78000000
17644,The Woolley Monkey,0
17645,Philip Carey,0
17646,Kim Stanley,0
17647,Marian Spencer,0
17648,Judith Donner,0
17649,Margaret Lacey,0
17650,Elizabeth Shepherd,0
17651,John Westbrook,0
17652,Derek Francis,0
17653,Oliver Johnston,0
17654,Melina Mercouri,0
17655,Gilles SÃ©gal,0
17656,Robert Morley,29950000
17657,Maria Perschy,0
17658,John McGiver,44785053
17659,Charlene Holt,6000000
17660,Jack Good,0
17661,Sharyl Locke,0
17662,Kim Novak,0
17663,Felicia Farr,0
17664,Cliff Osmond,0
17665,Sal Mineo,0
17666,Dolores del RÃ­o,0
17667,Edward Judd,0
17668,Martha Hyer,0
17669,Miles Malleson,0
17670,Norman Bird,0
17671,Bing Crosby,0
17672,Joyce Grenfell,0
17673,Gino Cervi,0
17674,Paolo Stoppa,0
17675,Ernie Allo,0
17676,Bruce Byron,0
17677,Steve Crandell,0
17678,Johnny Dodds,0
17679,Agnes Moorehead,0
17680,Cecil Kellaway,0
17681,Connie Mason,0
17682,William Kerwin,0
17683,Jeffrey Allen,0
17684,Ben Moore,0
17685,Shelby Livingston,0
17686,Michael Bates,26589000
17687,Peter Ostrum,4000000
17688,Denise Nickerson,4000000
17689,Jill St. John,116000000
17690,Lana Wood,116000000
17691,Jimmy Dean,116000000
17692,Gary Grimes,0
17693,Jerry Houser,0
17694,Oliver Conant,0
17695,Katherine Allentuck,0
17696,Eric Braeden,12348905
17697,Del Henney,3251794
17698,Rosalind Cash,0
17699,Sam Jaffe,0
17700,John Ericson,0
17701,Don Pedro Colley,2437000
17702,Maggie McOmie,2437000
17703,Ian Wolfe,2437000
17704,Charles Tyner,0
17705,Tony Lo Bianco,41158757
17706,Marcel Bozzuffi,41158757
17707,Jessica Walter,10600000
17708,John Larch,10600000
17709,Jack Elam,0
17710,Alan Vint,0
17711,Richard Bright,0
17712,Kiel Martin,0
17713,Dennis Weaver,0
17714,Eddie Firestone,0
17715,Lou Frizzell,0
17716,Gene Dynarski,0
17717,John Osborne,0
17718,Carlos MontalbÃ¡n,0
17719,Nati Abascal,0
17720,Jacobo Morales,0
17721,Gary Bond,0
17722,Chips Rafferty,0
17723,Sylvia Kay,0
17724,Martin Shaw,11000000
17725,Terence Bayler,0
17726,John Stride,0
17727,Paula Kelly,0
17728,Christopher Mitchum,0
17729,James Taylor,0
17730,Dennis Wilson,0
17731,Laurie Bird,0
17732,Rudy Wurlitzer,0
17733,Luc Roeg,0
17734,Robert McDarra,0
17735,Christopher St. John,12121618
17736,Gwenn Mitchell,12121618
17737,Romolo Valli,0
17738,Antoine Saint-John,0
17739,Franco Graziosi,0
17740,Norma Crane,10404330
17741,Leonard Frey,10404330
17742,Molly Picon,10404330
17743,Paul Mann,10404330
17744,Victoria Medlin,72266306
17745,Gilda Texter,72266306
17746,Nyree Dawn Porter,0
17747,Jon Pertwee,0
17748,Ralph Meeker,0
17749,Peter Finch,23689877
17750,Murray Head,0
17751,Tony Britton,0
17752,Dorothy Tristan,0
17753,Kathy Fields,0
17754,Marsha Hunt,0
17755,Siegfried Rauch,0
17756,Elga Andersen,0
17757,Ronald Leigh-Hunt,0
17758,Luc Merenda,0
17759,Jo Ann Harris,0
17760,Darlene Carr,0
17761,Ingrid Pitt,0
17762,Sandor ElÃ¨s,0
17763,Patience Collier,0
17764,Shelley Fabares,0
17765,Henry Wilcoxon,0
17766,Dennis Waterman,0
17767,Scott Turner,0
17768,Patrick Boland,0
17769,Kent Foreman,0
17770,Luke Johnson,0
17771,Elaine May,0
17772,George Rose,0
17773,James Coco,0
17774,Dennis Price,0
17775,Madeleine Collinson,0
17776,Mary Collinson,0
17777,Isobel Black,0
17778,Gian Maria VolontÃ©,0
17779,Riccardo Cucciolla,0
17780,Rosanna Fratello,0
17781,Geoffrey Keen,0
17782,Rita Moreno,72280722
17783,Arthur Lowe,0
17784,Clive Dunn,0
17785,John Laurie,0
17786,James Beck,0
17787,Angharad Rees,0
17788,Jane Merrow,0
17789,Keith Bell,0
17790,Derek Godfrey,0
17791,Michael Jayston,0
17792,Roderic Noble,0
17793,Ania Marson,0
17794,Pat Heywood,0
17795,Virginia North,0
17796,Terry-Thomas,0
17797,Sean Bury,0
17798,Dudley Sutton,0
17799,Max Adrian,0
17800,Margaret Leighton,0
17801,Delphine Seyrig,0
17802,Danielle Ouimet,0
17803,Andrea Rau,0
17804,Paul Esser,0
17805,Sofia Coppola,136766062
17806,Rodney A. Grant,424208848
17807,Floyd Red Crow Westerman,424208848
17808,Brian Tochi,201965915
17809,Sage Stallone,119946358
17810,Christine Elise,36192473
17811,Mai Zetterling,1030938
17812,Jasen Fisher,0
17813,Harry Anderson,0
17814,Tim Reid,0
17815,J.E. Freeman,19640656
17816,Finn Carter,48572000
17817,Mario Machado,56377383
17818,Kenny Morrison,16283667
17819,Clarissa Burt,16283667
17820,John Wesley Shipp,16283667
17821,Martin Umbach,16283667
17822,Terence McGovern,0
17823,Harrison Page,24078196
17824,Deborah Rennard,24078196
17825,Duncan Fraser,0
17826,David Longworth,0
17827,Jeremy Cooper,0
17828,Jason Miller,480330396
17829,Matt Salinger,0
17830,Jean-Philippe Ã‰coffey,11567449
17831,Amy Locane,8266343
17832,Brian Benben,9229401
17833,Matthias Hues,9229401
17834,Jay Bilas,9229401
17835,Annie Ross,11541758
17836,Nelson Mashita,48878502
17837,Patricia Tallman,5835247
17838,Tom Towles,5835247
17839,McKee Anderson,5835247
17840,Jan Munroe,13446769
17841,Zack Norman,27575086
17842,Basil Wallace,46044400
17843,Bernard Archard,1030938
17844,Livio Badurina,0
17845,Tomislav Maretic,0
17846,Bryan Kestner,0
17847,Dale Dye,0
17848,Kelly Wolf,11582891
17849,Robert Alan Beuth,11582891
17850,George O'Hanlon,20
17851,Penny Singleton,20
17852,Tiffany,19075915
17853,Patric Zimmerman,20
17854,Jill Bennett,2075084
17855,Carl McCoy,5728953
17856,Chris Furrh,0
17857,Danuel Pipoly,0
17858,Andrew Taft,0
17859,Anthony Starke,1382462
17860,Thom Sharp,1382462
17861,Frederick Coffin,47410000
17862,Bonnie Burroughs,47410000
17863,Begonya Plaza,6698361
17864,Tristan Rogers,27931461
17865,Adam Ryen,27931461
17866,Warren Frost,0
17867,Robin Weisman,0
17868,Barry Scott,0
17869,Salomon Perel,0
17870,RenÃ© Hofschneider,0
17871,Piotr Kozlowski,0
17872,Patty Mullen,205068
17873,James Lorinz,205068
17874,Joanne Ritchie,205068
17875,J.J. Clark,205068
17876,Helmar Augustus Cooper,205068
17877,Dean Devlin,0
17878,Anne De Salvo,0
17879,Anne Bobby,8862354
17880,Hugh Quarshie,8862354
17881,Dwayne Alexandre,0
17882,Ron Haddrick,0
17883,Charlotte Cornwell,0
17884,Cecilia PÃ©rez-Cervera,0
17885,Georgie Cranford,0
17886,R.A. Mihailoff,5765562
17887,William Butler,5765562
17888,Robert Z'Dar,0
17889,Marcia Cross,0
17890,Rosalyn Landor,0
17891,Edward Clements,0
17892,Taylor Nichols,0
17893,Carolyn Farina,0
17894,Isabel Gillies,0
17895,Ramy Zada,0
17896,E.G. Marshall,29548291
17897,Madeleine Potter,0
17898,Doreen Lang,0
17899,Jenny Seagrove,17037887
17900,Brad Hall,17037887
17901,Anna Galiena,0
17902,Maurice Chevit,0
17903,Philippe ClÃ©venot,0
17904,Dorian Corey,3779620
17905,Pepper LaBeija,3779620
17906,Willi Ninja,3779620
17907,Octavia St. Laurent,3779620
17908,Anji Xtravaganza,3779620
17909,Christopher Reid,26386000
17910,Christopher Martin,26386000
17911,Robin Harris,26386000
17912,Doris Hare,0
17913,Margo Prey,0
17914,Connie Young,0
17915,Robert Ormsby,0
17916,Elizabeth Maclellan,0
17917,Collin Bernsen,0
17918,Steve Welles,0
17919,Greg Webb,0
17920,Charlie Spradling,0
17921,Alexia Keogh,0
17922,Karen Fergusson,0
17923,Iris Churn,0
17924,Jessie Mune,0
17925,Samuel Hui,0
17926,Cecilia Yip,0
17927,Jacky Cheung,0
17928,Fennie Yuen Kit-Ying,0
17929,Tom Bell,0
17930,Kimberly Russell,24707633
17931,Claire Skinner,0
17932,Nobu McCarthy,29381956
17933,Sandra Ng Kwan Yue,0
17934,Rod Taylor,227283543
17935,J. Pat O'Malley,215880014
17936,Betty Lou Gerson,215880014
17937,Martha Wentworth,215880014
17938,Ben Wright,215880014
17939,Buddy Ebsen,9500000
17940,Russ Tamblyn,43656822
17941,George Chakiris,43656822
17942,Arthur Kennedy,0
17943,Muriel Pavlow,0
17944,James Robertson Justice,0
17945,Thorley Walters,0
17946,Spencer Tracy,66666667
17947,Marlene Dietrich,10000000
17948,Charles Ruggles,0
17949,Una Merkel,0
17950,Ina Balin,12000000
17951,GeneviÃ¨ve Page,1500000
17952,John Fraser,0
17953,Peter Wyngarde,0
17954,Megs Jenkins,0
17955,Martin Stephens,0
17956,Myron McCormick,0
17957,Jeffrey Hunter,14483352
17958,SiobhÃ¡n McKenna,14483352
17959,Robert Ryan,15121993
17960,Clark Gable,0
17961,Marilyn Monroe,0
17962,Montgomery Clift,0
17963,Fred MacMurray,25000000
17964,Nancy Olson,0
17965,Tommy Kirk,0
17966,Leon Ames,0
17967,John Kerr,2000000
17968,Luana Anders,2000000
17969,Antony Carbone,2000000
17970,Joan Greenwood,0
17971,Gary Merrill,0
17972,Audrey Christie,0
17973,Barbara Loden,0
17974,Clifford Evans,0
17975,Catherine Feller,0
